dataset,paper_code,cohort,child_id,age,instrument,input_rate,log_input,units
babyview,babyview,babyview,S00320001,25.659664469496292,head-cam transcript,1971.3148417261643,7.586456031446428,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.659664469496292,head-cam transcript,1834.3182071579888,7.514428142214449,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.659664469496292,head-cam transcript,1612.090680100756,7.385287174648664,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.692519353580156,head-cam transcript,2845.8022076039683,7.953600277852371,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.692519353580156,head-cam transcript,2552.1287251063395,7.844683084064973,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.692519353580156,head-cam transcript,3397.5836945494793,8.130819779879198,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.856793773999467,head-cam transcript,2420.6620798962576,7.791796368466697,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.856793773999467,head-cam transcript,2224.3323750926797,7.707212093436369,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.856793773999467,head-cam transcript,2282.3385324736146,7.732955868443764,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,25.856793773999467,head-cam transcript,1231.5270935960596,7.116010217802597,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,1149.425287356322,7.047017346315645,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,737.0839684236868,6.602701818431771,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,1482.6555239364575,7.301590031903442,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,4789.356984478935,8.47415144015767,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,1568.3269476372923,7.357764691698422,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,1437.4844022959815,7.270649922035929,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,1659.8825690717185,7.414502137325228,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.119632846670363,head-cam transcript,982.9454759304381,6.890553651600105,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.316762151173535,head-cam transcript,712.9616983083257,6.569427699908719,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.316762151173535,head-cam transcript,702.4207500292678,6.554532583497984,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.316762151173535,head-cam transcript,1021.4903711973208,6.929017988072595,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.349617035257396,head-cam transcript,1343.9650350559984,7.203379505161349,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.349617035257396,head-cam transcript,1593.8697318007669,7.373920131920707,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.349617035257396,head-cam transcript,1282.2477650063854,7.156369883243008,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.349617035257396,head-cam transcript,1798.2120051085567,7.4945481197093216,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.349617035257396,head-cam transcript,1046.964915537405,6.953650700793708,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.448181687508985,head-cam transcript,2406.96177010029,7.786120554856893,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.448181687508985,head-cam transcript,1623.3794389281531,7.392265328808993,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.776730528347603,head-cam transcript,1358.176778564829,7.213898475320183,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.776730528347603,head-cam transcript,614.1152859850599,6.42018267271268,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.776730528347603,head-cam transcript,1211.9773977783377,7.1000085177576295,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.809585412431467,head-cam transcript,1426.8961958816078,7.263256871930879,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,26.809585412431467,head-cam transcript,1410.5831779967282,7.251758499278845,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,2200.9183500917043,7.696629984105832,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,704.5855696840895,6.5576097855442645,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,2654.0830661719683,7.8838545128846444,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,782.0284350325844,6.661891101818483,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,467.7349501948895,6.147901789745907,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,248.1488893336002,5.514028926237015,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,3661.251395843092,8.205560279389557,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.00671471693464,head-cam transcript,983.0215204931328,6.890631012576023,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.072424485102363,head-cam transcript,1638.2695147869317,7.4013957898199285,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.072424485102363,head-cam transcript,5120.337877705662,8.540975707595582,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,585.3506250243896,6.372211026704029,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,2123.4228440916245,7.660784614782705,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,2125.993470088583,7.661994487443076,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,1157.5924075924072,7.054097616546981,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,1016.1686850423401,6.9237946429421875,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,1048.4826126633398,6.955099267146143,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,1540.642845064193,7.3399550401671,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.269553789605535,head-cam transcript,1157.8601903511649,7.05432891712311,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.43382821002485,head-cam transcript,2385.6960408684536,7.777246201780121,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.43382821002485,head-cam transcript,2878.808768785331,7.9651318656153,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,4715.197956577266,8.458546178614077,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,3156.21057013151,8.057127400314036,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,1698.1869221085526,7.437316444504255,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,1052.3627075351208,6.958793112900805,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,3524.904214559386,8.16760854170253,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,2406.481030590111,7.785920806139942,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,1421.5010141987834,7.259468644561629,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.49953797819257,head-cam transcript,1152.744227852368,7.04990066378941,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,1623.7728840541265,7.392507661221374,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,1386.1102800577548,7.234256743725789,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,805.4424600335602,6.691391766215181,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,173.26378500721933,5.154815202045953,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,2051.068590085461,7.626116199778174,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,1475.0835750614613,7.296469928227361,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,925.3410389086756,6.830162360274787,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.729522166779606,head-cam transcript,2435.0586001014617,7.797726100977202,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.762377050863467,head-cam transcript,3065.727336068749,8.028040123992694,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.762377050863467,head-cam transcript,1726.9816149651965,7.454130432441604,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.828086819031192,head-cam transcript,1920.8173690932317,7.560506087501119,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.828086819031192,head-cam transcript,2237.5478927203053,7.71313585448767,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.828086819031192,head-cam transcript,4891.439634905267,8.495241943006711,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.893796587198914,head-cam transcript,1496.408934255873,7.310823472955949,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.926651471282774,head-cam transcript,1695.1754100706323,7.435541501227499,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.926651471282774,head-cam transcript,1599.7156061144678,7.377581146250691,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.95950635536664,head-cam transcript,1905.4916985951463,7.55249536375504,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,27.95950635536664,head-cam transcript,3942.3351893283116,8.279528514368804,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,3520.317145688799,8.166306362740588,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,445.22891826663323,6.098588572967138,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,1866.9240409686106,7.53204745764101,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,763.2972150318037,6.63764749020849,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,398.0384250165849,5.986548545892044,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,4508.743915812158,8.413773882798964,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,536.2053162236482,6.284517140380923,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,2232.634096078698,7.710937376379586,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.18949054395367,head-cam transcript,841.3836086008099,6.7350476898647,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.2552003121214,head-cam transcript,1277.1392081736906,7.152377861973471,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.2552003121214,head-cam transcript,1369.0932311621968,7.221903924622081,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.2552003121214,head-cam transcript,1573.42248006556,7.361008449364933,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.2552003121214,head-cam transcript,124.22360248447204,4.822083187551665,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.2552003121214,head-cam transcript,2983.174743210034,8.00074336248727,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.28805519620526,head-cam transcript,3049.808429118775,8.022834057503827,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.28805519620526,head-cam transcript,786.7177522349933,6.667869546524853,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.28805519620526,head-cam transcript,98.86488465763453,4.5937541165068065,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.32091008028912,head-cam transcript,265.6449553001277,5.582160662692652,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.32091008028912,head-cam transcript,1015.3125448142897,6.922951770001839,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.61660403704388,head-cam transcript,3088.2103956205233,8.0353470421205,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.61660403704388,head-cam transcript,1456.3523550606817,7.283690201580963,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.61660403704388,head-cam transcript,1190.2937420178798,7.081955397676925,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,1322.2902412675553,7.187120543415719,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,2188.6926422295196,7.691059677536306,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,2772.22056011551,7.927403924285734,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,1273.7229600530718,7.1496993556977255,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,1322.1868550841234,7.187042353149955,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,1454.2050241847408,7.2822146551575475,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,2200.9183500917043,7.696629984105832,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.649458921127746,head-cam transcript,3371.375977910723,8.123076242064467,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.846588225630917,head-cam transcript,3488.3469615647873,8.157183253007451,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.846588225630917,head-cam transcript,1598.978288633461,7.377120134651378,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.846588225630917,head-cam transcript,1522.8259078173928,7.328323037640078,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.879443109714774,head-cam transcript,1205.6194125159639,7.094748749136834,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.879443109714774,head-cam transcript,691.6177371132164,6.539033399971329,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.879443109714774,head-cam transcript,873.5632183908044,6.772580500613884,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.879443109714774,head-cam transcript,1307.7905491698596,7.176094388590787,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,28.879443109714774,head-cam transcript,2187.648716916206,7.6905826007968825,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,2365.261813537676,7.768643998197459,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,1824.227014917412,7.508911622822573,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,899.1060025542782,6.801400939149376,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,1803.3205619412515,7.497385001044521,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,1546.3579775035498,7.343657753122116,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,786.7112400327799,6.667861268804987,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,2575.5427501073145,7.853815567628245,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.07657241421795,head-cam transcript,2913.776015857285,7.977205118961256,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.306556602804985,head-cam transcript,1457.0186196900438,7.284147585585095,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.306556602804985,head-cam transcript,1108.24230387289,7.010530529204831,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.33941148688885,head-cam transcript,1517.228820063218,7.324640805194058,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.33941148688885,head-cam transcript,1598.7241004770876,7.376961152903874,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.33941148688885,head-cam transcript,1988.4009942004966,7.595086074220642,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.33941148688885,head-cam transcript,1662.3957750692662,7.416015078877144,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.33941148688885,head-cam transcript,996.1685823754791,6.903916502674972,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.53654079139202,head-cam transcript,1707.4312884982523,7.442745349638623,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.53654079139202,head-cam transcript,1980.8265150825346,7.591269468448006,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.53654079139202,head-cam transcript,432.34914232625584,6.069233461655786,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,4786.717752234989,8.473600226349646,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,500.7991475759191,6.216205117659678,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,1768.6752693263875,7.477986109941448,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,3678.541839270919,8.210271713310876,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,3544.8833851477043,8.173260542839177,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,3564.7373107747126,8.178845644516286,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320001,29.56939567547588,head-cam transcript,5162.894802287983,8.549252709364687,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,7.950881948294626,head-cam transcript,627.278061269847,6.441389921224495,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,7.950881948294626,head-cam transcript,504.28239814295983,6.2231364249299315,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.01659171646235,head-cam transcript,108.72300800322142,4.688803436892284,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.01659171646235,head-cam transcript,561.9355558033227,6.331387173929548,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.01659171646235,head-cam transcript,219.61715388039772,5.391885820794081,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.476560093636419,head-cam transcript,373.61292211075323,5.9232202938474146,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.542269861804144,head-cam transcript,973.2323040018282,6.880622803948514,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.542269861804144,head-cam transcript,2442.275134181045,7.800685315883943,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.542269861804144,head-cam transcript,839.160839160839,6.732402391504276,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.64083451405573,head-cam transcript,917.8337597016864,6.822016284572201,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.706544282223454,head-cam transcript,238.88520238885192,5.475983111805797,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.706544282223454,head-cam transcript,426.1352550177557,6.054756795918578,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.870818702642765,head-cam transcript,111.96403579456297,4.718177710751451,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.870818702642765,head-cam transcript,367.8160919540231,5.90758306312728,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.936528470810488,head-cam transcript,250.99862008860472,5.5254474414617105,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,8.936528470810488,head-cam transcript,393.35562001638993,5.974714088245042,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.232222427565247,head-cam transcript,285.0116228144055,5.652529961242027,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.232222427565247,head-cam transcript,70.935960591133,4.2617775065223045,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.232222427565247,head-cam transcript,1023.7675142708872,6.93124474297785,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.232222427565247,head-cam transcript,380.1338732336172,5.940523488661271,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.396496847984558,head-cam transcript,919.8270867685729,6.824185703213834,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.396496847984558,head-cam transcript,312.1477499349693,5.7434766332004,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.396496847984558,head-cam transcript,286.0791826309067,5.6562686348463735,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.42935173206842,head-cam transcript,648.7867177522351,6.475104030569816,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.42935173206842,head-cam transcript,416.7155081467587,6.032403754310783,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.560771268403869,head-cam transcript,111.80587187875277,4.716764080618663,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.560771268403869,head-cam transcript,426.41104040988347,6.055403764659693,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.626481036571592,head-cam transcript,752.0027564820396,6.622739989477749,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.626481036571592,head-cam transcript,449.5492800187314,6.108245480869565,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.856465225158628,head-cam transcript,180.62214293678232,5.196407241090564,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.856465225158628,head-cam transcript,431.86400878021385,6.068110744195678,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.922174993326353,head-cam transcript,1891.8532200788272,7.545312167362878,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,9.922174993326353,head-cam transcript,353.1188291323036,5.86680462672445,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.02073964557794,head-cam transcript,1026.8437232592778,6.934245030150463,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.086449413745662,head-cam transcript,463.623949463213,6.139073769887992,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.152159181913389,head-cam transcript,431.4954822054215,6.067257040492824,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.185014065997247,head-cam transcript,388.43839916296116,5.9621345965225245,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.250723834164972,head-cam transcript,656.0158348649796,6.486184927166448,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.250723834164972,head-cam transcript,161.84404119666502,5.086633162868208,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.250723834164972,head-cam transcript,277.22277722277715,5.624821432853405,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,10.250723834164972,head-cam transcript,365.2581112721598,5.900604257837094,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.072095936261524,head-cam transcript,886.1352256763083,6.78686956387591,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.072095936261524,head-cam transcript,2622.370800109266,7.871834073130923,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.072095936261524,head-cam transcript,2074.5408565150697,7.637495134211461,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.13780570442925,head-cam transcript,1223.6093862343944,7.109560283246341,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.13780570442925,head-cam transcript,1689.8204928085634,7.432377585002626,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.17066058851311,head-cam transcript,1257.879759374662,7.137182851908994,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.17066058851311,head-cam transcript,445.53461924406304,6.0992749526325785,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.17066058851311,head-cam transcript,429.89809050120004,6.063548181764528,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.17066058851311,head-cam transcript,85.2104619511618,4.445124219150856,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.433499661184008,head-cam transcript,891.6083916083912,6.79302701332071,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.433499661184008,head-cam transcript,1283.8154245164076,7.157591723540201,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.433499661184008,head-cam transcript,445.12303642852464,6.098350730307167,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.63062896568718,head-cam transcript,218.16378811668454,5.385246102324446,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.762048502022628,head-cam transcript,187.31220000780468,5.2327767435156645,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.762048502022628,head-cam transcript,134.86513486513488,4.904275278105346,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.860613154274215,head-cam transcript,382.11788211788206,5.945729152933507,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.860613154274215,head-cam transcript,543.2067932067932,6.29749008206981,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,11.860613154274215,head-cam transcript,116.4009365592597,4.757040581306718,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.09059734286125,head-cam transcript,284.7152847152848,5.651489679935567,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.09059734286125,head-cam transcript,1142.3097647129255,7.040807600994467,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.09059734286125,head-cam transcript,38.4368994234465,3.6490179206888054,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.09059734286125,head-cam transcript,621.4362449384349,6.43203332312797,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.320581531448283,head-cam transcript,497.7143494257999,6.210026316925281,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.320581531448283,head-cam transcript,903.7813650376572,6.806587478306613,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.320581531448283,head-cam transcript,2133.6660687826566,7.665596938259508,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.320581531448283,head-cam transcript,1123.8788228089768,7.02454121575303,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.74769502453849,head-cam transcript,203.77183729127543,5.317000923267635,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.74769502453849,head-cam transcript,333.3333333333334,5.809142990314028,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.74769502453849,head-cam transcript,224.77464000936567,5.415098300309619,adult tokens (study-specific log-rate)
babyview,babyview,babyview,S00320002,12.74769502453849,head-cam transcript,1737.9863975917056,7.460482479322734,adult tokens (study-specific log-rate)
