word,sc,rng,npts,drop,kappa
stand,0.29062059136333673,2.3392057080462214,27,3.269888,1.4933559868007045
star,0.21752972439096813,1.3473433945093767,27,2.86496,1.9951296367202116
stay,4.246204010958549,12.285318141702016,27,2.467872,0.10220893741326095
stick,0.22331508100046624,1.2915583984259431,27,2.4413089999999995,1.9434424135425672
stone,0.31646061353503246,3.273918245671644,27,4.361195,1.3714186898394414
stop,2.807369987698047,8.248418370113322,27,2.1361090000000003,0.15459308958270443
store,0.10394211471043426,2.37366031717922,27,3.437364999999999,4.175400906639749
story,0.1708730838203979,2.346752380318784,27,3.3619000000000003,2.539896807013624
street,0.05917085687544923,1.9133292413789285,27,3.289644,7.334691821575975
stuck,0.3245699745197404,3.4602699885505004,27,5.012604999999999,1.3371538776566778
sun,0.05336572812121658,2.1456352146102624,27,3.2210530000000004,8.132560264411625
swim,0.1733435631080548,1.4680670619000615,27,3.0366170000000006,2.5036983907470702
table,0.12243502417602095,2.7356709552862712,27,3.7181070000000007,3.544737324313768
take,0.483336353410654,8.430024133680057,27,4.035795,0.8979254238533623
talk,0.31281496278218285,1.4511930529263877,27,2.2923339999999994,1.387401664357724
tape,0.2838419981836679,3.400334223416176,27,5.0260679999999995,1.5290196756547922
taste,0.16682693860772324,3.1801669805193367,27,3.917872000000001,2.6014983168905794
teacher,0.17246465148589377,2.2106632178347,27,3.0957350000000003,2.516457698785294
that,0.3267624753065801,10.841781781279693,27,6.578431999999999,1.3281818837759931
the,0.13036556811004793,6.61410660996181,27,6.675025000000001,3.329099901851687
their,0.6913106452418499,11.091194454166061,27,6.153503000000001,0.6277930232770657
them,0.5249002169610751,9.962648369445821,27,5.502907,0.8268238152246449
then,2.4438064513640327,11.724591394926684,27,3.8991279999999993,0.17759180550397474
there,0.7812165742675788,9.407636317165654,27,4.560035999999999,0.5555437689054307
these,0.6540907168203184,9.04308486808128,27,4.423455000000001,0.6635165258265264
they,0.5014721725454957,10.51518491185803,27,6.026785,0.8654518112081796
think,0.43601595683489275,9.359629886163749,27,4.800923999999999,0.9953764150066275
this,0.3396287382507433,9.441166999343025,27,4.977943,1.277865949257756
those,1.3527668165566853,8.6961668734618,27,3.496402,0.32082395479266546
throw,0.001,0.9770645833333269,27,2.774869999999999,434
time,1.0213129394221108,11.395355599948203,27,5.722911000000001,0.4249432110843226
tiny,0.0035078843575445,1.3739806071457394,27,2.841277,123.72129630402003
tissue,0.3166121113858169,4.379141651652065,27,5.362708,1.370762470520708
to,0.1657920532183149,7.11078726487106,27,7.119297,2.6177370481594133
today,0.2368386298319559,1.8686914351520487,27,2.7022889999999995,1.8324713342073293
too,2.147494357170934,9.886842547395439,27,3.1695149999999996,0.20209599086990984
tooth,0.12339593717787872,3.9134983889057002,27,5.389664000000001,3.517133626323343
touch,0.16971707123931976,2.840379398922355,27,3.6432529999999996,2.5571970858960453
train,0.002013728843266796,2.0291129030316677,27,3.323221,215.52057589637454
tree,0.19210085716854214,3.310513768985322,27,4.404424000000001,2.2592298982779893
truck,0.0027714228923401917,2.0814384168499007,27,3.631006,156.5982590385295
try,0.001,0.37560388419666957,27,1.802619,434
turn,0.31298004147675024,1.7200916149157166,27,2.5599420000000004,1.3866698910008284
under,0.8254811142543458,6.919194624086339,27,2.5288470000000007,0.5257540027333402
up,0.6401810977209695,9.712594276339045,27,5.153547,0.6779331685128323
us,0.9572792507302983,10.739435808154576,27,5.196270999999999,0.4533682305021298
vacuum,0.16818300696926722,1.8214023523914697,27,4.117903999999999,2.5805223002066233
wait,0.333490818115335,2.991888981283781,27,4.197146999999999,1.301385154927728
walk,0.09801725356519367,1.4776648550387277,27,2.589747000000001,4.42779188575546
was,0.6245965456447908,10.092409988793351,27,5.361492,0.6948485434737204
wash,0.1140830196350439,1.8143946302285539,27,3.7176329999999993,3.804247129751502
washing,0.22336527989091878,2.8964027328164237,27,4.324617,1.9430056462308978
