word,sc,rng,npts,drop,kappa
a,0.48429112589155704,6.906619857070048,21,6.247088,0.8961551777374127
about,0.5132464039010408,9.945158189266012,21,5.275034,0.8455977415551063
above,0.5917636849551767,4.3402422229158395,21,2.7949450000000002,0.7334008676670881
after,1.6609434268505725,7.689686516972373,21,2.752859,0.2612972801987223
all,0.2308243130980773,8.01310998559525,21,3.5021080000000007,1.8802178772891802
am,0.31329440465913977,7.283497427417158,21,2.5096380000000007,1.385278490601153
and,0.15229031085293737,6.337433015834361,21,6.574792,2.8498201728611745
animal,0.10060802407383856,2.0110139174936768,21,2.95977,4.313771232416585
another,0.6828943536758924,7.711406799822179,21,3.387007999999999,0.6355302217156421
any,1.0185921612872688,10.10987443203742,21,4.388562,0.4260782838261024
are,0.17791299138660532,6.738808866225032,21,6.650963999999999,2.4393946536310946
arm,0.18968326677371128,2.4147163437014525,21,3.554747999999999,2.2880247023463287
around,1.564401210893306,9.345141187578896,21,3.1421509999999993,0.277422439319244
at,0.49206343944370895,4.1758803811366505,21,4.343568,0.8820000943184252
away,0.557557163312355,4.534253008118494,21,3.283796999999999,0.7783955234682622
baby,0.07451709749909599,1.961651015913037,21,2.8394269999999997,5.824166729055236
back,2.235151775328968,11.949369233891598,21,3.415413,0.19417025939373814
bad,0.4324823589514347,2.435913775753634,21,2.1991180000000004,1.0035091397768103
ball,0.02105585817394257,2.370496732299051,21,3.4793949999999993,20.611840962012728
bat,0.001,1.0781351999999984,21,2.530709,434
bath,0.1453716624071523,2.9226262655382147,21,3.8192600000000008,2.985451172625836
be,0.12546118834176245,6.0126402377853285,21,6.359468000000001,3.4592371213459465
beach,0.07706877371568024,2.2381726776312156,21,3.2671350000000006,5.631333925217229
beans,0.16729251124317154,3.397600812550454,21,3.899756,2.5942583847590774
bear,0.1672407740750651,3.5496105963755413,21,4.677332,2.5950609377423803
because,2.9839739241304986,12.550414479390264,21,3.2938009999999993,0.14544363021753398
bed,0.10674539728798728,3.2346796249923866,21,4.780419,4.065749072338136
bee,0.11087427199153617,3.923455949809627,21,5.487584,3.914343627285601
before,0.7690766538591504,7.953622942112263,21,3.0578250000000002,0.5643130601120591
behind,0.6561676477526786,4.31621940245539,21,3.1947600000000005,0.6614163338994464
belt,0.11162443814721379,3.5461738955984607,21,4.492446,3.8880374871641212
better,1.9338191280071586,10.439154816175446,21,3.4070019999999994,0.22442636631030025
big,1.0282284549245386,6.617575737350495,21,1.9376510000000007,0.4220851873155476
bird,0.18168798702707653,2.4301408816991286,21,3.432908000000001,2.3887104871458673
bite,0.18413996975884267,4.516407422541755,21,5.344726,2.356902743974512
black,0.14983323322807335,1.8969446922340563,21,2.4371540000000005,2.8965536593565546
block,0.5308610980631808,7.730321938541752,21,3.4739569999999995,0.8175396569524994
blow,0.1709118099017297,2.034476788303359,21,2.6917370000000007,2.539321304066348
blue,0.11329071444095817,1.9923772908901833,21,2.914560999999999,3.8308523530953678
boat,0.36350847480437304,2.3949285622783174,21,3.0029520000000005,1.1939198948073024
book,0.08895893261427108,1.8362229879933842,21,3.5851960000000007,4.878655658806503
bottle,0.23539731340792847,3.086301681170469,21,4.350828999999999,1.8436913901727747
bowl,0.14500377639361142,3.5058780106933582,21,4.775021,2.9930254976388406
box,0.28241485776957026,2.1898283887952665,21,2.794656999999999,1.5367463434027684
bread,0.1480244697892955,2.6951395087043784,21,3.804023000000001,2.931947674717393
break,0.07400379066380386,1.0106550781325527,21,1.836354000000001,5.864564451456871
bring,0.844312300072223,6.789091299609867,21,2.4091060000000004,0.5140278069653555
broken,0.3442051068929077,1.6533943187199966,21,1.7690699999999993,1.2608761209781532
brown,0.11288593645609869,2.9129191718279683,21,4.008545000000001,3.8445887381975385
brush,0.17536446108672174,3.9391992419858246,21,4.807715999999999,2.4748458000585254
build,0.5806692163336118,6.152082859689052,21,1.689712,0.7474134805015289
bus,0.3129434818199239,1.4450812957785626,21,2.5782049999999987,1.3868318888639941
but,0.46976465289055047,9.065278519730647,21,4.5051250000000005,0.9238668710587656
butter,0.18842711315314023,3.3154205246139634,21,4.0312790000000005,2.3032778708830266
button,0.15280589532121752,4.139685891093249,21,4.922989,2.840204555509305
buy,0.3646575108492987,3.234911554134163,21,2.906117,1.1901578524714889
by,0.10255992966616308,5.147664975445838,21,5.487932,4.2316721687767185
cake,0.1808728709887714,3.916525482203327,21,5.251568999999999,2.3994753753145366
call,0.282188499436162,1.2702693126891713,21,1.9126449999999995,1.5379790489944525
camera,0.056807613787921096,2.928714368984325,21,4.007099999999999,7.639820986324912
can,0.37298966202827594,10.445997605380299,21,5.800352000000001,1.1635711232315573
car,0.08524419670497062,2.5104497818990517,21,4.2888269999999995,5.091255672243238
careful,0.39214931649755613,3.891935601636452,21,4.026720999999999,1.1067212965618025
carry,0.14635406438845874,1.607466639611145,21,1.8800920000000003,2.9654113250183474
cat,2.8154973449697094,12.643943,21,2.643943,0.15414683333848755
catch,0.29419241229437965,1.2111666511230883,21,2.0421070000000006,1.4752249951495138
chair,0.18785226424862048,5.101707040822384,21,6.010968,2.310326158356045
cheese,0.2629815403570071,5.021736304123714,21,5.7704,1.6503059469909145
chicken,0.22220335027533564,3.0228353733895075,21,3.915558,1.9531658701915333
child,1.4468693901409377,10.568678693551249,21,4.044927,0.29995796646007183
chocolate,0.23465278339096066,4.219129616704991,21,4.470688999999999,1.8495412401603697
clean,0.31431910246487327,2.886862190697715,21,3.147398,1.3807624054554613
clock,0.12095521844627502,2.3388401029570822,21,3.1824970000000006,3.5881048008918346
close,1.985528140426561,8.429017103718047,21,2.3339919999999994,0.218581641409908
cloud,0.3179056629638763,3.176301830174676,21,3.461626,1.3651848663334931
coat,0.27362903004564804,4.4599280753613755,21,5.250962,1.5860890196029207
coffee,0.09551937100377421,2.568641753086072,21,3.9697940000000003,4.543581008116684
cold,0.07325629648096864,2.1725615097902367,21,3.219888,5.9244054210787125
comb,0.2820395446892468,1.2409328196279885,21,1.6059880000000009,1.5387913084251512
cook,0.11341505100265901,2.3677685550946403,21,3.3116839999999996,3.826652601777033
corn,0.11828077918693398,3.1223179214083965,21,3.8840339999999998,3.669235212883534
could,0.31014401369691225,8.233071684027161,21,3.742667,1.3993499175648312
country,0.08811031665791033,1.2864152700466533,21,2.540503,4.925643403201145
cover,0.727399543814158,6.654836812767441,21,1.9379909999999994,0.5966459612062692
cow,0.4759036679249212,2.626598142772238,21,3.830679999999999,0.911949264632413
cry,0.09069278445256068,2.3415936293890613,21,3.9775859999999996,4.785386209274625
cup,0.17629161315738354,3.594104410040959,21,4.574239,2.4618301019944067
cut,0.3141164735942622,1.2983857901778224,21,2.093382,1.3816531015835511
dark,0.07705085419748124,1.2049217823803904,21,2.208673,5.632643590006913
day,0.8266681556738728,9.395270884890262,21,4.053584,0.5249990543620462
deer,0.10793970592520562,2.211378545083,21,4.124306000000001,4.02076322406076
did,1.3949478517183984,9.670480605590875,21,3.72138,0.31112274158877495
dish,0.2306301946863634,2.9025346979514186,21,3.4305780000000006,1.8818004320301662
do,0.3596245657575859,9.226264935368176,21,4.6569590000000005,1.2068141092801452
doctor,0.5404875268360236,5.374400002206748,21,4.266624,0.8029787524248816
does,1.0388555146493255,10.741356474923004,21,4.985192999999999,0.41776743144738504
dog,0.953592223305102,10.010577876224268,21,4.6320239999999995,0.4551211612189728
doll,0.15135159940929838,2.7447779548795648,21,3.2862359999999997,2.8674953003062678
door,0.0926573723512653,2.5514319601618975,21,3.5596460000000008,4.683923027243859
down,0.8921793785456165,9.819306088489284,21,4.268046000000001,0.4864492617028246
draw,0.41816773262290086,3.650938270940771,21,3.7303940000000004,1.0378610450830181
dress,0.21684044335308109,2.965601325685701,21,3.7922450000000003,2.0014716502553824
drink,0.04873560719825393,1.6816827637227192,21,2.783525,8.90519324473604
drive,0.001,1.4078569761904758,21,2.3994350000000004,434
drop,0.11810432708154361,1.495221989461573,21,2.8304840000000002,3.6747171820415208
dry,0.227676271096223,2.4248936607091656,21,3.1428840000000005,1.9062153377265136
each,2.0938151676889682,9.866570879024692,21,3.305071999999999,0.20727713061655964
ear,0.28087027370027623,3.3844473089478084,21,3.968610000000001,1.54519734068808
eat,0.3604558302087503,3.42074910463705,21,3.886482,1.2040310174721216
egg,0.10402361327602132,3.5710411945870266,21,4.759007,4.172129637992898
empty,0.14678924963308954,1.4403045779061223,21,2.9836599999999986,2.956619787108489
every,1.4315120559998131,7.420374644150527,21,2.6267709999999997,0.3031759307796264
eye,0.4091837757589362,3.3763346497873172,21,3.4516990000000005,1.060648113906852
face,0.1493680565355499,1.541622814435847,21,1.8081319999999996,2.9055743916485053
fall,0.14406722875133032,1.773049971159745,21,2.339924999999999,3.0124824622615116
farm,0.10990272612338463,1.6676290469800064,21,2.6568559999999994,3.948946630429901
fast,0.3435345679345509,2.6886123006785887,21,2.477639,1.263337202452023
feed,0.1835554975611348,2.7145048624310437,21,3.357373999999999,2.364407526696129
find,0.061965248132121155,3.1663776883797485,21,3.8603050000000003,7.003925798451307
fine,0.3644525474875643,2.194804880110281,21,2.0539630000000004,1.1908271817329217
finger,0.2656711712129609,3.4531780203329108,21,3.745564999999999,1.6335983991733427
finish,0.10219416697057719,1.9357694488627795,21,3.376602000000001,4.246817728109211
first,0.42650958034233155,7.730143208990273,21,3.2745230000000003,1.017562136943457
fish,0.16427241651483113,2.724035681772232,21,3.688644000000001,2.641952977911035
fit,0.9144176627120477,2.1451678945394876,21,1.451461000000001,0.4746190036539874
fix,0.07480914488093711,1.4959338902269987,21,2.6414279999999994,5.801429767587037
flower,0.2616067146335151,2.5721390782090907,21,3.0853790000000005,1.658978824790452
food,0.904089145897808,8.894990940719468,21,4.161312000000001,0.4800411574115462
foot,0.28183242003628717,2.2197157003599646,21,2.4800569999999995,1.5399221989582341
for,0.09444716333436062,5.18831311011615,21,5.551025000000001,4.595161830997071
friend,0.25561747928953477,2.935366035716715,21,3.7205020000000006,1.6978494632145775
full,0.0010035802525817357,6.0982627,21,1.5483210000000005,432.45171363577947
game,0.07317517555825716,1.702672340698916,21,3.331574999999999,5.930973129739584
garden,0.2830298427359844,2.5721951033745603,21,3.215358,1.5334072047124847
gas,0.11351854480451064,5.101602212805384,21,5.954376,3.823163878178564
gentle,0.21519607489730136,1.5840356918448197,21,3.112138,2.0167654089746714
get,0.3073348428938425,8.78220706664869,21,4.125882,1.4121405692679931
give,0.35190962096638617,7.629346193888452,21,3.3748960000000006,1.2332711984633549
glass,0.21167181844933644,2.6668071481967948,21,3.4184859999999997,2.050343797201694
glasses,0.12354788617779348,3.885725074791461,21,5.173210000000001,3.512807976135226
go,0.8821543353512146,8.173439820570831,21,3.3240099999999995,0.4919774041888151
good,0.3220732088573443,7.877164872373187,21,3.384912999999999,1.3475197193201853
grass,0.13817403768515538,1.6579110021533765,21,2.850918,3.1409663296437524
green,0.20473191625703063,2.024187538181179,21,2.615157,2.1198453467076175
gum,0.1649272840942431,4.58245659004584,21,5.30715,2.631462722395906
hair,0.2058078519213084,2.2059908142625666,21,3.407889,2.108763081429672
hand,1.3088626390916975,9.26001692504579,21,3.545732,0.33158559732530835
happy,0.22370599511111572,2.9355908780815314,21,3.1915080000000007,1.9400463531807914
hard,1.0116793934905697,7.502134877215256,21,2.352754,0.42898966094642066
have,0.3641790834694578,9.927899320355131,21,5.6307089999999995,1.1917213802214366
he,2.535983737685241,13.879922,21,3.8799220000000005,0.17113674411656135
head,0.17402017334043296,3.000778527010765,21,3.3132529999999996,2.4939637265558434
hear,0.8949904304064628,8.016892165978362,21,2.9327560000000004,0.4849213860341473
heavy,0.16284277436993477,1.0976881001497993,21,2.071466,2.665147420137103
help,0.460425578944008,9.844838838621612,21,5.1362939999999995,0.9426061883776844
her,0.24440322290732913,3.536119369238274,21,4.636588000000001,1.775753997174418
here,0.3470659678665312,1.6938393104089995,21,2.4954800000000006,1.2504827329163555
high,0.7876372789692143,8.072946322928988,21,3.0511060000000008,0.5510150567885492
him,0.28520248081899674,2.6310219391522995,21,3.561463,1.5217258936658316
his,0.1963643134024832,2.645830120202799,21,4.155018999999999,2.2101775647514965
hit,0.10501314955173144,1.797283952041342,21,3.0898070000000004,4.1328157650028725
hold,5.307674158752226,11.168372822522429,21,1.4295670000000005,0.08176839553806153
home,2.6905435645148894,13.270866999999999,21,3.270866999999999,0.16130569514798065
horse,0.09018959157167498,2.027709060803808,21,2.846152,4.812085213348525
hot,0.36644212635900103,2.4618595708822655,21,2.783646,1.1843616461684128
house,0.053416912932595775,1.3335036393958362,21,2.060991999999999,8.12476753472526
how,1.2493029129748352,12.339770515418047,21,5.356660999999999,0.3473937309299639
hurt,0.2088787337032638,2.2297164196677013,21,3.985646,2.0777605853190724
i,0.22026812433859733,1.7378326583026382,21,3.255303999999999,1.9703259439066767
ice,0.3754609703097321,2.502151724035751,21,2.6509720000000003,1.1559124231793703
if,0.5203888606737552,9.097304933395009,21,4.244468,0.83399171811267
inside,0.12087329344077195,1.2494704435254196,21,1.9731449999999997,3.5905367318601313
into,0.527056061908288,10.102181863553865,21,5.533449,0.8234418145740243
is,0.12210624728848171,6.154455281333737,21,6.473187000000001,3.554281698418384
it,0.10303353080051976,5.108696986322265,21,5.5011090000000005,4.212220979209718
juice,0.18576215056819068,5.023545096831114,21,6.2571579999999996,2.336320927985191
jump,0.1366858867514435,1.8769378769168723,21,2.5146680000000012,3.1751632177593248
kitchen,0.10025136229581641,2.265948501511933,21,3.5815839999999994,4.329118229030901
knife,0.13164335219401224,3.1227357525198594,21,4.705583999999999,3.296786300005359
last,0.2594057191986459,1.7549708643522814,21,1.8196649999999996,1.6730548630180913
later,0.3219893185955649,1.7436885335856607,21,2.1650210000000003,1.3478707986121934
lawn,0.059918084026701214,2.30905530876076,21,4.581386,7.243222260020818
leg,0.3844642963367119,0.8216285282879063,21,1.6580179999999993,1.128843443033017
light,0.1136469865074854,2.7541307430979227,21,4.247705000000001,3.818843009721286
like,0.5552926326938498,9.630444636117428,21,4.692728000000001,0.7815698866642047
listen,0.3715447579558729,3.5367477793452125,21,2.8849730000000005,1.1680961464447432
little,0.5253622772740357,7.436807048466193,21,2.5487469999999997,0.8260966170847094
living,0.24429878667620702,1.5353316828426182,21,2.128463,1.7765131211037182
long,0.7524932607711801,8.332650226007125,21,3.515961000000001,0.5767493512901662
look,2.4785231067874935,13.734679,21,3.734679,0.17510427835491257
loud,0.11699792391956428,3.1685186297218078,21,4.485274,3.709467531221953
love,0.4647340579197173,3.1721479905457146,21,2.8773299999999997,0.9338674293481056
make,0.35654988834276286,8.269607190767925,21,3.712161,1.217220967358099
man,0.001308057872488931,1.145122898259718,21,1.4774189999999994,331.78960130731724
me,0.30447980472752156,3.333718335077651,21,3.162375000000001,1.4253818915457654
meat,0.2457160902639545,3.077758442179424,21,3.7779689999999997,1.7662660981370253
medicine,0.1098460191004123,2.4638967027892678,21,3.716696999999999,3.9509852387392614
milk,0.10904955371544342,2.805497831081527,21,3.634753,3.9798420554062077
mine,0.2297393671632706,1.970409990016499,21,2.9750069999999997,1.8890972207282437
money,0.254403963508411,3.7401297959847515,21,3.9610150000000006,1.7059482643856343
moon,0.05548987461282652,2.47780718553203,21,3.769241000000001,7.821246723446022
more,0.30462640112845474,9.16430724212697,21,4.61757,1.4246959501615588
morning,0.19161349440898187,3.0646201758975584,21,3.686165999999999,2.2649761768535246
mouse,0.360937903105253,4.867063600417217,21,5.598019000000001,1.2024228995241917
mouth,0.20493585721843263,3.429187197424799,21,3.806108,2.117735792509055
movie,0.0022788916673743107,2.1036501093145725,21,3.4242180000000007,190.44345381281127
much,0.21730915548024543,4.919653534189307,21,4.177891000000001,1.9971546943840244
my,1.3369097884913872,8.873542114203236,21,3.8590349999999995,0.3246292335773379
myself,0.2624861247679133,4.119661615524038,21,5.141998,1.6534207298909114
need,0.7266988957866535,10.023295457092326,21,5.01324,0.5972212184665477
new,0.006381384030868318,2.7104723684229564,21,3.3338520000000003,68.01032470395695
next,0.3239748804980609,1.856701818626437,21,2.2396309999999993,1.3396100319036854
nice,0.243713733875893,2.1874663028269428,21,2.8326899999999995,1.780777771928959
night,0.772206071034358,6.990194415069203,21,3.866523000000001,0.562026143382509
no,1.3598664886496206,9.43933702282937,21,3.7081880000000007,0.3191489779492781
none,0.18798935305305642,1.837197819984576,21,3.565704,2.308641382884656
nose,0.1020671473833864,2.8526922802856163,21,3.969622000000001,4.252102768874313
not,0.12009130429709676,5.002129572176218,21,5.3986220000000005,3.613916948776882
now,1.7719085984775502,8.676369798557307,21,2.714563000000001,0.24493362714809283
nuts,0.27939472310640995,5.698795763087075,21,5.134832,1.5533578987270538
of,0.13312535019323915,6.908393217625293,21,7.152771999999999,3.2600853208650635
off,1.8427608075531297,10.894555418635308,21,3.569600000000001,0.2355161875709076
old,1.2509652239099287,8.74363839079693,21,2.977308999999999,0.346932106268726
on,0.36404429610327943,6.453024761516334,21,5.019496,1.1921626149496767
open,1.9181226933737168,6.660635648978949,21,1.466449,0.22626289835331287
orange,0.11899835286113926,2.7442988612987422,21,4.328949000000001,3.6471093050039127
other,0.999604635838165,9.809192124806213,21,4.528803,0.4341716559128325
our,1.1259343988906065,10.252485566028918,21,4.515973,0.38545762561977337
out,0.4307510824831449,9.33298789026113,21,4.78369,1.007542447712786
outside,0.5525630240281344,4.413382319977368,21,1.9365320000000006,0.7854307674012989
oven,0.23342538401336155,5.490521430452385,21,5.912618,1.8592665139415914
over,0.20428301028544343,7.408643768225051,21,3.1985189999999992,2.1245036451811354
paint,0.11614908859183062,1.8238377076909158,21,3.2924940000000005,3.7365768880473635
paper,0.1997061111879888,2.815822733083243,21,3.229488,2.173193386112576
park,0.12234171102500177,2.346352457270468,21,4.073944,3.547440986102505
party,0.09933686250011699,2.4548786702426826,21,3.884829,4.368972293638617
pen,0.25167804674349387,1.41803542175197,21,1.9178160000000002,1.7244253347306278
people,0.6329714007711595,9.497690625775885,21,4.549545,0.6856549908435841
person,1.264058733593122,7.823682224682037,21,2.6401399999999997,0.3433384766595006
pick,0.29358928100445725,0.8298771681720449,21,1.1359080000000006,1.4782556042753177
picture,0.1529942568543416,2.092751008428217,21,2.7877639999999992,2.836707788405354
pig,0.7744559354963478,9.1874545098667,21,4.444907999999999,0.5603934066588953
plant,1.0184928348989777,8.84055651647343,21,3.705077,0.426119836221575
plate,0.1019259278899218,3.004618325635268,21,4.181481,4.257994103999841
play,0.42842742079216967,7.094741944336069,21,2.743963,1.0130070554249926
please,0.31124316296981824,4.040867805978199,21,3.894477000000001,1.3944081401141837
pool,0.14523018558372597,3.228179557053469,21,4.472767,2.9883594671150284
poor,0.4236535058643781,1.4329947886580134,21,1.810143,1.0244220666001853
present,0.41111089876129875,2.628975790188769,21,2.062214,1.0556762209604937
pretty,0.38182000510969716,2.011149450601204,21,2.320943999999999,1.1366612387826864
pull,0.2607448357533845,1.8761543993213037,21,2.515142,1.6644624954738596
puppy,0.09197137522340461,3.7742256574725346,21,4.8195049999999995,4.718859524996609
push,0.20421081869519692,1.6553708409298435,21,2.2915739999999998,2.125254689115096
put,0.4730195012586461,7.11182914501439,21,2.3375699999999995,0.9175097408144482
quiet,0.357152781946849,2.1984597147751685,21,3.4078719999999993,1.215166231197346
radio,0.11714002483233862,1.710581130821394,21,3.0213670000000006,3.7049676284530415
rain,0.13712208324425756,1.8045672457267878,21,2.701479000000001,3.1650627654694357
read,0.0016483848736078578,1.0853877692323595,21,2.0448330000000006,263.2880263273068
red,0.19666553662181444,1.9985337509067138,21,2.646108,2.2067923412253823
ride,0.10570448076585467,2.0106311193151782,21,3.43769,4.105786215073992
rock,0.005894467921503805,1.228642866800775,21,2.237920000000001,73.6283589595441
roof,0.001,2.9168513557692313,21,4.467300000000001,434
room,0.17581022857037176,2.4424026004954564,21,2.8500640000000006,2.468570819395086
run,0.3093562131486775,1.3612350703579343,21,1.634322,1.4029134749959533
salt,0.0738948864064285,2.3211632504196604,21,4.08758,5.873207485738067
same,0.2737947942549038,7.908772712021502,21,3.994498,1.585128750095755
sauce,0.07276700751963108,4.077957931497063,21,6.461487,5.9642414164539534
say,0.7742395212675701,5.135771505153079,21,3.432079999999999,0.5605500469537689
school,0.3704822505743589,3.3086672052784163,21,3.641451,1.1714461335925526
see,0.47054981323680517,8.659630671985646,21,4.2434899999999995,0.9223253049759231
share,0.3300323077142814,2.7881640669834304,21,2.3390570000000004,1.3150227715758256
she,1.2196503374551968,10.830015834206334,21,4.540799999999999,0.35583969164928203
shopping,0.18069554338814423,3.2358177523103375,21,4.0253570000000005,2.401830127419045
show,4.284861778329846,11.046539699052108,21,2.082095999999999,0.10128681447670047
shower,0.21768639919087177,3.520094020994768,21,4.738492000000001,1.9936936878608578
sick,0.1436535120911258,2.2111057641738823,21,3.5238449999999997,3.0211582973668927
sing,0.10124082793587849,1.6219005922320342,21,2.9797130000000003,4.286808087690439
sit,0.6244576986696909,5.222099903651049,21,3.7871560000000004,0.6950030417185485
sky,0.001,1.5358662333334472,21,2.697515,434
sleep,0.21631082193502177,4.211904582369441,21,4.760300000000001,2.00637210897553
slow,0.3832879987292155,5.21839454145673,21,2.6228569999999998,1.1323078245051221
snow,0.017042454552885496,1.6306382728119244,21,2.7280989999999994,25.46581530572534
so,0.2716054467014049,7.890408947201097,21,3.5148230000000007,1.5979060997150285
soap,0.1279480971104013,4.892958433829645,21,5.907303,3.3920004267474075
soda,0.12948282051541268,3.302731110583286,21,4.306171,3.3517960009863996
soft,0.2851976537717427,1.3808264387017228,21,2.3198560000000006,1.5217516492872374
some,0.40423474858066866,8.940715083854418,21,4.307706999999999,1.0736335793096505
