word,sc,mid,rng,kappa,count,total_tokens,logfreq
morning,0.18314158763795094,1.497736061412485,3.0365939584839614,2.3697512159715806,16818,378750562,4.22577434814393
mouse,0.12079869802347425,1.7995699191606715,3.9638478560833574,3.592753954315491,8790,378750562,3.9439888750737717
mouth,0.21649180316918784,1.5634185149029616,3.6926263242907735,2.0046948366947177,23985,378750562,4.379939722801916
movie,0.012742710429949214,1.7535962383591341,2.0410940775477986,34.05868809354477,9653,378750562,3.9846623061901068
much,0.3710566697078564,-0.0693878542003349,9.062014752785997,1.1696326610749261,189597,378750562,5.2778314611995505
my,0.2749153943930695,1.5294929687065084,2.37739003118494,1.5786675058999204,241754,378750562,5.383373668540173
myself,0.2946067344658802,1.3580461448586711,4.44169864509507,1.4731503025103576,11269,378750562,4.051885378889872
need,0.8571167219532833,-0.13856416719726913,10.356955924959609,0.5063487724413513,265515,378750562,5.424089061135802
new,0.569468197500633,-0.4195864959061359,8.199522905655822,0.7621145516199217,260332,378750562,5.415527554852418
next,0.1611639288151776,1.6441970197355915,1.215625033163601,2.6929102758329386,69326,378750562,4.840896142820395
nice,0.09397532951008512,1.442317536752542,1.828868025360027,4.618233341266705,16785,378750562,4.224921345584031
night,0.31538959058300675,1.3054161807514575,3.231194451621766,1.376075853352479,41146,378750562,4.61432762175085
no,1.604018657583052,-0.504143817821806,10.177367692092162,0.2705704188341267,225639,378750562,5.353414166326161
none,0.16855041088574704,1.1597945376234065,1.9121370602731584,2.574897312437818,7735,378750562,3.8884603180353863
nose,0.1571917830933482,1.6815448592084736,3.2619240427171237,2.760958565768476,11596,378750562,4.06430820668296
not,0.360726603231123,0.028693671303994018,10.345637975257644,1.2031272329585563,815378,378750562,5.9113589894223715
now,1.2655465028580597,-0.8608553660318266,8.21439660674779,0.3429348499007122,124879,378750562,5.096489412345995
nuts,0.18833182456808786,1.7103419208680912,4.175157625672003,2.304443239985154,9422,378750562,3.9741430999022147
of,0.1443647602845363,0.4798233422780626,7.232313709552689,3.0062738243363962,6804009,378750562,6.832764879403752
off,1.115055912822265,-0.43086255080932195,9.02001009122722,0.3892181504168013,153033,378750562,5.18478509207608
old,0.6115097482162538,0.6940452846179024,3.693785839104865,0.7097188577385043,64717,378750562,4.81101837705843
on,0.09869576094242823,0.38826605735598557,5.078328292156009,4.397351982048787,1507838,378750562,6.178354684050073
orange,0.05439858524804094,1.4800098127979453,2.8099087188014353,7.9781486599530576,11177,378750562,4.048325250931222
other,1.1188269283910517,-0.33574608263305605,10.263480417569586,0.3879062873684325,432738,378750562,5.6362250335525355
our,0.994095225400813,-0.38932983954901645,9.96273452741214,0.43657789405940856,316482,378750562,5.5003490144387595
out,0.5420783956257605,-0.10613659390270656,9.620962540452046,0.8006222042828366,409394,378750562,5.612141473436438
oven,0.16174517637519675,1.5914711890650977,4.736312127883092,2.683233031897407,12170,378750562,4.085290578230065
over,1.0227026135887956,-0.9124318780217525,8.24417985425271,0.42436578750594756,290446,378750562,5.46306539978319
paint,0.10859886499700432,1.3884510129718732,1.8337127299921496,3.996358525588383,23363,378750562,4.36852860897939
paper,0.1390813589826177,1.5608865822329223,2.6681450982542385,3.1204756926069512,58993,378750562,4.7708004821212935
park,0.15226007538653516,1.6865912336413633,2.591098040217342,2.8503860837992203,11845,378750562,4.073535065058784
party,0.14943155235453878,1.6889262960763467,2.907918300410933,2.9043397673491267,10818,378750562,4.034146977106046
people,0.7167889180352736,-0.22065417995431794,9.698935109374226,0.6054781108915562,279176,378750562,5.44587808044262
person,1.2013715600847366,-1.0441991948949323,7.675505960412843,0.3612537656288356,80274,378750562,4.904574904120982
picture,0.0954562931749374,1.828739015688196,2.020252805880973,4.546583421217002,22333,378750562,4.348947065925597
pig,0.44992086526102726,1.7180872969431897,5.417364949355801,0.9646140766292521,19564,378750562,4.291457654149244
plant,0.5012780359943677,1.5794824021743186,3.761549251651256,0.8657869861365247,116803,378750562,5.067453997457149
plate,0.13837215245722273,1.8430716588668592,3.9387328951938567,3.1364692410502872,17497,378750562,4.242963591821483
play,0.18877312610064387,1.8184994214561876,2.322919808272223,2.2990560625065566,71607,378750562,4.854955479190211
please,0.24295451966442946,1.6348405104091852,3.4266397913759024,1.7863425656762588,20040,378750562,4.301897717195208
