step,epoch,word,n_occurrences,mean_nll
1,1.0000,lawn,80,9.112955
1,1.0000,leg,80,8.927273
1,1.0000,light,80,8.805419
1,1.0000,like,80,8.850822
1,1.0000,listen,80,8.610815
1,1.0000,little,80,8.436705
1,1.0000,living,80,8.872878
1,1.0000,long,80,8.688769
1,1.0000,look,80,8.792909
1,1.0000,loud,80,8.906861
1,1.0000,love,80,8.772133
1,1.0000,make,80,8.533441
1,1.0000,man,80,8.842239
1,1.0000,me,80,8.834146
1,1.0000,meat,80,8.835251
1,1.0000,medicine,80,8.948159
1,1.0000,milk,80,9.010214
1,1.0000,mine,80,9.008830
1,1.0000,money,80,8.929659
1,1.0000,moon,80,8.366895
1,1.0000,more,80,8.704663
1,1.0000,morning,80,8.738876
1,1.0000,mouse,80,8.977808
1,1.0000,mouth,80,8.772995
1,1.0000,movie,80,8.743727
1,1.0000,much,80,8.566007
1,1.0000,my,80,8.809470
1,1.0000,myself,80,9.079366
1,1.0000,need,80,8.709138
1,1.0000,new,80,8.593057
1,1.0000,next,80,8.164734
1,1.0000,nice,80,8.554704
1,1.0000,night,80,8.594984
1,1.0000,no,80,8.601190
1,1.0000,none,80,9.041973
1,1.0000,nose,80,8.762469
1,1.0000,not,80,8.666064
1,1.0000,now,80,8.627755
1,1.0000,nuts,80,8.966746
1,1.0000,of,80,8.907122
1,1.0000,off,80,8.958894
1,1.0000,old,80,8.452212
1,1.0000,on,80,8.824109
1,1.0000,open,80,8.779885
1,1.0000,orange,80,9.021304
1,1.0000,other,80,8.465646
1,1.0000,our,80,8.832314
1,1.0000,out,80,8.832115
1,1.0000,outside,80,8.825713
1,1.0000,oven,80,9.208516
1,1.0000,over,80,8.957168
1,1.0000,paint,80,8.743293
1,1.0000,paper,80,8.926499
1,1.0000,park,80,8.905466
1,1.0000,party,80,8.989357
1,1.0000,pen,80,9.039445
1,1.0000,people,80,8.736084
1,1.0000,person,80,8.609273
1,1.0000,pick,80,8.969093
1,1.0000,picture,80,8.729685
1,1.0000,pig,80,9.052176
1,1.0000,plant,80,8.794898
1,1.0000,plate,80,8.973935
1,1.0000,play,80,8.716949
1,1.0000,please,80,8.295267
1,1.0000,pool,80,8.904560
1,1.0000,poor,80,8.812317
1,1.0000,present,80,8.749884
1,1.0000,pretty,80,8.698348
1,1.0000,pull,80,8.975573
1,1.0000,puppy,80,8.565898
1,1.0000,push,80,8.891430
1,1.0000,put,80,8.814404
1,1.0000,quiet,80,9.141202
1,1.0000,radio,80,8.910644
1,1.0000,rain,80,8.774701
1,1.0000,read,80,8.691807
1,1.0000,red,80,8.739945
1,1.0000,ride,80,8.793215
1,1.0000,rock,80,8.895394
1,1.0000,roof,80,8.961303
1,1.0000,room,80,8.804340
1,1.0000,run,80,8.871238
1,1.0000,salt,80,8.799253
1,1.0000,same,80,7.530737
1,1.0000,sauce,80,9.040685
1,1.0000,say,80,8.563348
1,1.0000,school,80,8.858245
1,1.0000,see,80,8.441217
1,1.0000,share,80,8.574367
1,1.0000,she,80,8.625504
1,1.0000,shopping,80,9.043114
1,1.0000,show,80,8.672911
1,1.0000,shower,80,9.089101
1,1.0000,sick,80,8.901040
1,1.0000,sing,80,9.062120
1,1.0000,sit,80,9.044394
1,1.0000,sky,80,8.442379
1,1.0000,sleep,80,8.881947
1,1.0000,slow,80,8.846730
1,1.0000,snow,80,8.883786
1,1.0000,so,80,8.637726
1,1.0000,soap,80,8.863956
1,1.0000,soda,80,8.415407
1,1.0000,soft,80,8.806530
1,1.0000,some,80,8.715198
1,1.0000,stand,80,8.810967
1,1.0000,star,80,8.987063
1,1.0000,stay,80,8.475132
1,1.0000,stick,80,8.964399
1,1.0000,stone,80,9.172683
1,1.0000,stop,80,8.706364
1,1.0000,store,80,8.758860
1,1.0000,story,80,8.745481
1,1.0000,street,80,8.714334
1,1.0000,stuck,80,8.910059
1,1.0000,sun,80,8.475975
1,1.0000,swim,80,8.928313
1,1.0000,table,80,8.895661
1,1.0000,take,80,8.592684
1,1.0000,talk,80,8.682593
1,1.0000,tape,80,9.037603
1,1.0000,taste,80,8.933606
1,1.0000,teacher,80,9.010761
1,1.0000,that,80,8.920282
1,1.0000,the,80,8.603148
1,1.0000,their,80,8.821951
1,1.0000,them,80,8.796669
1,1.0000,then,80,8.503511
1,1.0000,there,80,8.656004
1,1.0000,these,80,8.703900
1,1.0000,they,80,8.652127
1,1.0000,think,80,8.422329
1,1.0000,this,80,8.713339
1,1.0000,those,80,8.704457
1,1.0000,throw,80,9.113392
1,1.0000,time,80,8.726746
1,1.0000,tiny,80,8.865791
1,1.0000,tissue,80,8.941550
1,1.0000,to,80,8.884673
1,1.0000,today,80,8.884968
1,1.0000,too,80,8.748036
1,1.0000,tooth,80,8.848748
1,1.0000,touch,80,8.649585
1,1.0000,train,80,8.822710
1,1.0000,tree,80,8.752822
1,1.0000,truck,80,9.018139
1,1.0000,try,80,8.815156
1,1.0000,turn,80,8.715269
1,1.0000,under,80,8.941121
1,1.0000,up,80,8.841407
1,1.0000,us,80,8.790628
1,1.0000,vacuum,80,8.868063
1,1.0000,wait,80,8.609465
1,1.0000,walk,80,8.902227
1,1.0000,was,80,8.792113
1,1.0000,wash,80,8.913775
1,1.0000,washing,80,9.045618
1,1.0000,watch,80,8.685812
1,1.0000,water,80,8.594240
1,1.0000,we,80,8.591006
1,1.0000,were,80,8.898880
1,1.0000,wet,80,8.959488
1,1.0000,what,80,8.637513
1,1.0000,when,80,8.863706
1,1.0000,where,80,8.654575
1,1.0000,which,80,8.064816
1,1.0000,white,80,8.816985
1,1.0000,who,80,8.610696
1,1.0000,why,80,8.504577
1,1.0000,will,80,8.805509
1,1.0000,wind,80,8.995316
1,1.0000,window,80,8.829815
1,1.0000,wish,80,8.784967
1,1.0000,with,80,8.862785
1,1.0000,work,80,8.816312
1,1.0000,would,80,8.810197
1,1.0000,write,80,8.690387
1,1.0000,yard,80,8.821059
1,1.0000,yellow,80,8.900304
1,1.0000,yes,80,8.917527
1,1.0000,you,80,8.729160
1,1.0000,your,80,8.698901
1,1.0000,yourself,80,8.823518
2,1.0000,a,80,6.857775
2,1.0000,about,80,7.711842
2,1.0000,above,80,8.117910
2,1.0000,after,80,7.789907
2,1.0000,all,80,7.204170
2,1.0000,am,80,7.309401
2,1.0000,and,80,7.140878
2,1.0000,animal,80,7.621316
2,1.0000,another,80,7.406291
2,1.0000,any,80,7.081871
2,1.0000,are,80,7.503153
2,1.0000,arm,80,8.909367
2,1.0000,around,80,7.943712
2,1.0000,at,80,7.532866
2,1.0000,away,80,8.278888
2,1.0000,baby,80,7.635478
2,1.0000,back,80,7.542318
2,1.0000,bad,80,7.884876
2,1.0000,ball,80,8.934439
2,1.0000,bat,80,9.814134
2,1.0000,bath,80,8.496581
2,1.0000,be,80,6.549242
2,1.0000,beach,80,9.464885
2,1.0000,beans,80,9.272061
2,1.0000,bear,80,9.293612
2,1.0000,because,80,7.134898
2,1.0000,bed,80,8.304977
2,1.0000,bee,80,9.414101
2,1.0000,before,80,7.869526
2,1.0000,behind,80,8.821843
2,1.0000,belt,80,9.906868
2,1.0000,better,80,7.339966
2,1.0000,big,80,7.640617
2,1.0000,bird,80,9.290490
2,1.0000,bite,80,9.440877
2,1.0000,black,80,8.167939
2,1.0000,block,80,9.184628
2,1.0000,blow,80,9.646690
2,1.0000,blue,80,8.008718
2,1.0000,boat,80,10.147585
2,1.0000,book,80,7.589264
2,1.0000,bottle,80,10.076606
2,1.0000,bowl,80,9.250128
2,1.0000,box,80,8.944805
2,1.0000,bread,80,9.600082
2,1.0000,break,80,7.968789
2,1.0000,bring,80,7.254265
2,1.0000,broken,80,8.803959
2,1.0000,brown,80,8.828457
2,1.0000,brush,80,9.010011
2,1.0000,build,80,7.539148
2,1.0000,bus,80,9.569423
2,1.0000,but,80,6.083068
2,1.0000,butter,80,9.406842
2,1.0000,button,80,8.845201
2,1.0000,buy,80,7.663864
2,1.0000,by,80,7.560628
2,1.0000,cake,80,10.006629
2,1.0000,call,80,8.094903
2,1.0000,camera,80,7.645369
2,1.0000,can,80,7.322639
2,1.0000,car,80,7.141110
2,1.0000,careful,80,8.682670
2,1.0000,carry,80,7.661144
2,1.0000,cat,80,8.218241
2,1.0000,catch,80,8.324443
2,1.0000,chair,80,10.223819
2,1.0000,cheese,80,9.711381
2,1.0000,chicken,80,8.671410
2,1.0000,child,80,6.908483
2,1.0000,chocolate,80,9.306782
2,1.0000,clean,80,7.759246
2,1.0000,clock,80,9.027975
2,1.0000,close,80,8.299023
2,1.0000,cloud,80,9.529816
2,1.0000,coat,80,9.350427
2,1.0000,coffee,80,8.269755
2,1.0000,cold,80,7.923780
2,1.0000,comb,80,9.009802
2,1.0000,cook,80,9.065590
2,1.0000,corn,80,9.375527
2,1.0000,could,80,7.542056
2,1.0000,country,80,6.970636
2,1.0000,cover,80,7.951503
2,1.0000,cow,80,10.311402
2,1.0000,cry,80,9.731490
2,1.0000,cup,80,8.835094
2,1.0000,cut,80,8.050355
2,1.0000,dark,80,7.373874
2,1.0000,day,80,7.374216
2,1.0000,deer,80,9.843104
2,1.0000,did,80,8.112562
2,1.0000,dish,80,8.743610
2,1.0000,do,80,7.294680
2,1.0000,doctor,80,8.527225
2,1.0000,does,80,7.618489
2,1.0000,dog,80,7.235553
2,1.0000,doll,80,9.677860
2,1.0000,door,80,8.571421
2,1.0000,down,80,7.845490
2,1.0000,draw,80,8.850568
2,1.0000,dress,80,9.508812
2,1.0000,drink,80,8.832092
2,1.0000,drive,80,8.279997
2,1.0000,drop,80,8.996102
2,1.0000,dry,80,7.659868
2,1.0000,each,80,7.034641
2,1.0000,ear,80,8.133260
2,1.0000,eat,80,7.237606
2,1.0000,egg,80,8.562090
2,1.0000,empty,80,9.363940
2,1.0000,every,80,7.221349
2,1.0000,eye,80,8.189180
2,1.0000,face,80,8.394512
2,1.0000,fall,80,8.382024
2,1.0000,farm,80,8.701231
2,1.0000,fast,80,8.117116
2,1.0000,feed,80,8.365238
2,1.0000,find,80,6.936196
2,1.0000,fine,80,8.427170
2,1.0000,finger,80,9.384498
2,1.0000,finish,80,9.597480
2,1.0000,first,80,6.771737
2,1.0000,fish,80,7.434098
2,1.0000,fit,80,8.416083
2,1.0000,fix,80,8.863711
2,1.0000,flower,80,9.089749
2,1.0000,food,80,7.334430
2,1.0000,foot,80,8.822616
2,1.0000,for,80,7.432786
2,1.0000,friend,80,8.763972
2,1.0000,full,80,7.445081
2,1.0000,game,80,7.347093
2,1.0000,garden,80,8.120991
2,1.0000,gas,80,8.284601
2,1.0000,gentle,80,9.615640
2,1.0000,get,80,6.943758
2,1.0000,give,80,7.011188
2,1.0000,glass,80,8.498588
2,1.0000,glasses,80,9.822445
2,1.0000,go,80,7.241381
2,1.0000,good,80,7.005933
2,1.0000,grass,80,8.671487
2,1.0000,green,80,7.493878
2,1.0000,gum,80,9.975110
2,1.0000,hair,80,9.394829
2,1.0000,hand,80,7.573413
2,1.0000,happy,80,8.577772
2,1.0000,hard,80,7.513214
2,1.0000,have,80,7.552929
2,1.0000,he,80,7.081494
2,1.0000,head,80,7.870822
2,1.0000,hear,80,7.833534
2,1.0000,heavy,80,8.711908
2,1.0000,help,80,6.664133
2,1.0000,her,80,7.375373
2,1.0000,here,80,7.630197
2,1.0000,high,80,7.421420
2,1.0000,him,80,7.967036
2,1.0000,his,80,7.149479
2,1.0000,hit,80,8.955573
2,1.0000,hold,80,8.153316
2,1.0000,home,80,7.827991
2,1.0000,horse,80,7.920433
2,1.0000,hot,80,7.617345
2,1.0000,house,80,8.546654
2,1.0000,how,80,7.026250
2,1.0000,hurt,80,9.632637
2,1.0000,i,80,7.662185
2,1.0000,ice,80,8.269152
2,1.0000,if,80,7.173609
2,1.0000,inside,80,8.523371
2,1.0000,into,80,7.602083
2,1.0000,is,80,7.243327
2,1.0000,it,80,6.779587
2,1.0000,juice,80,9.454034
2,1.0000,jump,80,9.083256
2,1.0000,kitchen,80,8.610828
2,1.0000,knife,80,9.259595
2,1.0000,last,80,7.558557
2,1.0000,later,80,8.048029
2,1.0000,lawn,80,10.019707
2,1.0000,leg,80,8.178435
2,1.0000,light,80,7.477527
2,1.0000,like,80,7.260967
2,1.0000,listen,80,8.913294
2,1.0000,little,80,7.215573
2,1.0000,living,80,8.244225
2,1.0000,long,80,7.370509
2,1.0000,look,80,7.584871
2,1.0000,loud,80,9.401682
2,1.0000,love,80,7.869422
2,1.0000,make,80,7.178316
2,1.0000,man,80,7.681388
2,1.0000,me,80,7.955933
2,1.0000,meat,80,8.676166
2,1.0000,medicine,80,9.253694
2,1.0000,milk,80,8.588293
2,1.0000,mine,80,9.694554
2,1.0000,money,80,8.330818
2,1.0000,moon,80,8.262252
2,1.0000,more,80,7.155467
2,1.0000,morning,80,8.284829
2,1.0000,mouse,80,9.141501
2,1.0000,mouth,80,8.572322
2,1.0000,movie,80,8.671471
2,1.0000,much,80,7.273580
2,1.0000,my,80,7.109930
2,1.0000,myself,80,9.833861
2,1.0000,need,80,7.571048
2,1.0000,new,80,7.191943
2,1.0000,next,80,6.742000
2,1.0000,nice,80,8.131828
2,1.0000,night,80,7.859506
2,1.0000,no,80,7.094662
2,1.0000,none,80,9.656841
2,1.0000,nose,80,8.680785
2,1.0000,not,80,7.237878
2,1.0000,now,80,7.328107
2,1.0000,nuts,80,9.709518
2,1.0000,of,80,7.514549
2,1.0000,off,80,8.030452
2,1.0000,old,80,7.292910
2,1.0000,on,80,7.425092
2,1.0000,open,80,7.619234
2,1.0000,orange,80,9.345503
2,1.0000,other,80,7.077941
2,1.0000,our,80,7.052503
2,1.0000,out,80,7.620325
2,1.0000,outside,80,8.188242
2,1.0000,oven,80,10.116488
2,1.0000,over,80,7.646725
2,1.0000,paint,80,8.580139
2,1.0000,paper,80,8.524484
2,1.0000,park,80,9.307099
2,1.0000,party,80,9.114326
2,1.0000,pen,80,9.000729
2,1.0000,people,80,7.210200
2,1.0000,person,80,7.336397
2,1.0000,pick,80,8.815803
2,1.0000,picture,80,8.124609
2,1.0000,pig,80,9.532767
2,1.0000,plant,80,7.415652
2,1.0000,plate,80,9.117563
2,1.0000,play,80,7.585439
2,1.0000,please,80,7.746098
2,1.0000,pool,80,9.128968
2,1.0000,poor,80,8.357085
2,1.0000,present,80,7.662178
2,1.0000,pretty,80,8.150792
2,1.0000,pull,80,9.167129
2,1.0000,puppy,80,7.944961
2,1.0000,push,80,8.850833
2,1.0000,put,80,7.663298
2,1.0000,quiet,80,10.193344
2,1.0000,radio,80,9.142077
2,1.0000,rain,80,8.101277
2,1.0000,read,80,7.590749
2,1.0000,red,80,7.407872
2,1.0000,ride,80,8.967132
2,1.0000,rock,80,8.453942
2,1.0000,roof,80,9.098739
2,1.0000,room,80,8.199051
2,1.0000,run,80,8.290837
2,1.0000,salt,80,7.569611
2,1.0000,same,80,5.833718
2,1.0000,sauce,80,9.825330
2,1.0000,say,80,7.543600
2,1.0000,school,80,7.899296
2,1.0000,see,80,6.960397
2,1.0000,share,80,7.657737
2,1.0000,she,80,6.997553
2,1.0000,shopping,80,9.416679
2,1.0000,show,80,7.655815
2,1.0000,shower,80,9.874573
2,1.0000,sick,80,8.489566
2,1.0000,sing,80,9.590118
2,1.0000,sit,80,9.351667
2,1.0000,sky,80,8.248336
2,1.0000,sleep,80,8.215557
2,1.0000,slow,80,7.980994
2,1.0000,snow,80,8.586320
2,1.0000,so,80,6.974669
2,1.0000,soap,80,9.170058
2,1.0000,soda,80,7.964991
2,1.0000,soft,80,8.466210
2,1.0000,some,80,7.213961
2,1.0000,stand,80,8.682974
2,1.0000,star,80,9.540611
2,1.0000,stay,80,7.370785
2,1.0000,stick,80,8.971750
2,1.0000,stone,80,9.889732
2,1.0000,stop,80,7.633951
2,1.0000,store,80,8.535253
2,1.0000,story,80,7.954603
2,1.0000,street,80,8.747331
2,1.0000,stuck,80,9.537006
2,1.0000,sun,80,7.210822
2,1.0000,swim,80,9.235894
2,1.0000,table,80,8.812453
2,1.0000,take,80,7.174700
2,1.0000,talk,80,8.184116
2,1.0000,tape,80,9.530332
2,1.0000,taste,80,8.645716
2,1.0000,teacher,80,9.121603
2,1.0000,that,80,7.296548
2,1.0000,the,80,6.742629
2,1.0000,their,80,6.891758
2,1.0000,them,80,7.459281
2,1.0000,then,80,7.001395
2,1.0000,there,80,6.850860
2,1.0000,these,80,7.006186
2,1.0000,they,80,6.853666
2,1.0000,think,80,6.980076
2,1.0000,this,80,6.896228
2,1.0000,those,80,7.235162
2,1.0000,throw,80,9.903453
2,1.0000,time,80,7.231607
2,1.0000,tiny,80,8.777141
2,1.0000,tissue,80,9.367370
2,1.0000,to,80,7.409953
2,1.0000,today,80,8.219773
2,1.0000,too,80,7.373681
2,1.0000,tooth,80,8.943222
2,1.0000,touch,80,8.205257
2,1.0000,train,80,8.789566
2,1.0000,tree,80,8.361937
2,1.0000,truck,80,9.605395
2,1.0000,try,80,7.802390
2,1.0000,turn,80,7.579153
2,1.0000,under,80,7.569526
2,1.0000,up,80,7.730220
2,1.0000,us,80,7.525477
2,1.0000,vacuum,80,9.413557
2,1.0000,wait,80,8.370047
2,1.0000,walk,80,8.150052
2,1.0000,was,80,7.435158
2,1.0000,wash,80,9.344978
2,1.0000,washing,80,9.839691
2,1.0000,watch,80,8.179007
2,1.0000,water,80,7.029651
2,1.0000,we,80,6.815554
2,1.0000,were,80,7.656541
2,1.0000,wet,80,9.041647
2,1.0000,what,80,6.900334
2,1.0000,when,80,7.342574
2,1.0000,where,80,7.024760
2,1.0000,which,80,6.232305
2,1.0000,white,80,7.931547
2,1.0000,who,80,7.160876
2,1.0000,why,80,7.128730
2,1.0000,will,80,7.395874
2,1.0000,wind,80,8.487705
2,1.0000,window,80,8.385908
2,1.0000,wish,80,8.742928
2,1.0000,with,80,7.246943
2,1.0000,work,80,7.646925
2,1.0000,would,80,7.516952
2,1.0000,write,80,8.321185
2,1.0000,yard,80,9.251595
2,1.0000,yellow,80,8.781452
2,1.0000,yes,80,9.476958
2,1.0000,you,80,7.016149
2,1.0000,your,80,6.843783
2,1.0000,yourself,80,8.360075
3,1.0000,a,80,4.817038
3,1.0000,about,80,6.058443
3,1.0000,above,80,8.203571
3,1.0000,after,80,6.199644
3,1.0000,all,80,5.326393
3,1.0000,am,80,6.569364
3,1.0000,and,80,5.133474
3,1.0000,animal,80,7.987852
3,1.0000,another,80,6.856230
3,1.0000,any,80,5.234078
3,1.0000,are,80,5.582149
3,1.0000,arm,80,9.960574
3,1.0000,around,80,6.365538
3,1.0000,at,80,5.512862
3,1.0000,away,80,7.467734
3,1.0000,baby,80,7.762698
3,1.0000,back,80,6.322914
3,1.0000,bad,80,8.144110
3,1.0000,ball,80,9.540353
3,1.0000,bat,80,11.244607
3,1.0000,bath,80,9.397498
3,1.0000,be,80,4.916607
3,1.0000,beach,80,10.516638
3,1.0000,beans,80,9.742042
3,1.0000,bear,80,10.565306
3,1.0000,because,80,5.396873
3,1.0000,bed,80,9.201377
3,1.0000,bee,80,9.975449
3,1.0000,before,80,6.135624
3,1.0000,behind,80,9.360117
3,1.0000,belt,80,11.107769
3,1.0000,better,80,6.396040
3,1.0000,big,80,7.897749
3,1.0000,bird,80,10.286155
3,1.0000,bite,80,10.738648
3,1.0000,black,80,8.171966
3,1.0000,block,80,10.037424
3,1.0000,blow,80,10.626594
3,1.0000,blue,80,8.411064
3,1.0000,boat,80,10.681922
3,1.0000,book,80,7.127486
3,1.0000,bottle,80,11.474134
3,1.0000,bowl,80,10.503574
3,1.0000,box,80,9.375722
3,1.0000,bread,80,10.911276
3,1.0000,break,80,8.062690
3,1.0000,bring,80,7.274795
3,1.0000,broken,80,9.763079
3,1.0000,brown,80,9.127984
3,1.0000,brush,80,10.236939
3,1.0000,build,80,7.994096
3,1.0000,bus,80,10.856195
3,1.0000,but,80,4.692592
3,1.0000,butter,80,9.867931
3,1.0000,button,80,8.880639
3,1.0000,buy,80,8.112765
3,1.0000,by,80,5.637154
3,1.0000,cake,80,11.633382
3,1.0000,call,80,8.141985
3,1.0000,camera,80,8.206750
3,1.0000,can,80,5.522245
3,1.0000,car,80,5.558700
3,1.0000,careful,80,9.790166
3,1.0000,carry,80,8.318299
3,1.0000,cat,80,7.628208
3,1.0000,catch,80,9.371330
3,1.0000,chair,80,11.643722
3,1.0000,cheese,80,10.383244
3,1.0000,chicken,80,9.273670
3,1.0000,child,80,5.813132
3,1.0000,chocolate,80,10.557509
3,1.0000,clean,80,8.086161
3,1.0000,clock,80,10.392069
3,1.0000,close,80,8.698310
3,1.0000,cloud,80,11.048863
3,1.0000,coat,80,10.683192
3,1.0000,coffee,80,9.047832
3,1.0000,cold,80,8.489683
3,1.0000,comb,80,9.092534
3,1.0000,cook,80,8.676432
3,1.0000,corn,80,10.221970
3,1.0000,could,80,5.856244
3,1.0000,country,80,7.587002
3,1.0000,cover,80,8.585167
3,1.0000,cow,80,11.840707
3,1.0000,cry,80,11.116642
3,1.0000,cup,80,9.988735
3,1.0000,cut,80,8.402822
3,1.0000,dark,80,7.737959
3,1.0000,day,80,6.091613
3,1.0000,deer,80,11.395674
3,1.0000,did,80,6.901785
3,1.0000,dish,80,9.637192
3,1.0000,do,80,5.752381
3,1.0000,doctor,80,9.235303
3,1.0000,does,80,6.135425
3,1.0000,dog,80,6.291668
3,1.0000,doll,80,11.109762
3,1.0000,door,80,9.737144
3,1.0000,down,80,6.443539
3,1.0000,draw,80,9.751431
3,1.0000,dress,80,10.899617
3,1.0000,drink,80,9.954704
3,1.0000,drive,80,8.847621
3,1.0000,drop,80,9.903204
3,1.0000,dry,80,8.026906
3,1.0000,each,80,5.411308
3,1.0000,ear,80,8.837100
3,1.0000,eat,80,6.779620
